Accel X
S_i,S_t,S_x



Accel Y
S_i,S_t,S_x
4407,1491853076.4428899288,-0.093900
4662,1491853077.1499140263,0.098400
4890,1491853077.7818050385,-0.063100
5156,1491853078.5199310780,0.099900
5383,1491853079.1495330334,-0.049800
5628,1491853079.8268740177,0.087600
5855,1491853080.4566268921,-0.072700
6098,1491853081.1309540272,0.084400
6323,1491853081.7530701160,-0.048600
6559,1491853082.4084069729,0.091100
6794,1491853083.0600891113,-0.058100
7018,1491853083.6826190948,0.086700
7246,1491853084.3152561188,-0.080200
7501,1491853085.0215179920,0.086500
7733,1491853085.6616721153,-0.037400
7985,1491853086.3596880436,0.099700
8204,1491853086.9677519798,-0.081500
8456,1491853087.6661930084,0.088200
8683,1491853088.2961509228,-0.042700
8935,1491853088.9944159985,0.095300
9161,1491853089.6250050068,-0.041900
9407,1491853090.3100841045,0.088400
9634,1491853090.9399468899,-0.078600
9886,1491853091.6383221149,0.083500
10117,1491853092.2769610882,-0.043900
10358,1491853092.9454989433,0.074000
10592,1491853093.5955500603,-0.097600
10840,1491853094.2832970619,0.098200
11066,1491853094.9124600887,-0.075300
11314,1491853095.5996160507,0.084800
11537,1491853096.2188959122,-0.047300
11781,1491853096.8962559700,0.089400
12007,1491853097.5245089531,-0.015900
12259,1491853098.2225720882,0.099400
12482,1491853098.8421580791,-0.079300
12745,1491853099.5713179111,0.097800
12971,1491853100.1999080181,-0.016700
12830,1491853099.8080229759,-0.094500
13328,1491853101.1885271072,0.075500



