Accel X
P_i,P_t,P_x,T_i,T_t,T_p
5811,1491852984.9294579029,0.099900,5876,1491852985.1092040539,-0.294800
6246,1491852986.1376559734,0.130900,6446,1491852986.6930260658,-0.179500
6789,1491852987.6445429325,0.114800,7018,1491852988.2802629471,-0.174900
7382,1491852989.2911009789,0.129700,7589,1491852989.8660600185,-0.332900
7967,1491852990.9157071114,0.110300,8167,1491852991.4713969231,-0.240400
8696,1491852992.9386699200,0.167100,8739,1491852993.0578548908,-0.252100
9261,1491852994.5047030449,0.151000,9304,1491852994.6233839989,-0.351200
9840,1491852996.1101529598,0.127700,9868,1491852996.1878769398,-0.224300
10383,1491852997.6144878864,0.138500,10398,1491852997.6565589905,-0.309900
10757,1491852998.6648290157,0.136200,10958,1491852999.2207190990,-0.365400
12040,1491853002.2137401104,0.163400,11510,1491853000.7469389439,-0.303800
12419,1491853003.2648739815,0.141700,12076,1491853002.3137700558,-0.177900
13655,1491853006.6953449249,0.124500,12376,1491853003.1456489563,-0.094000
14190,1491853008.1798560619,0.120000,13148,1491853005.2872459888,-0.291300
14726,1491853009.6672949791,0.154100,13683,1491853006.7726979256,-0.136000
15247,1491853011.1128449440,0.140400,14233,1491853008.2990589142,-0.293500
15797,1491853012.6393499374,0.155100,14754,1491853009.7452309132,-0.251500
16340,1491853014.1465559006,0.134100,15290,1491853011.2318930626,-0.352400
16869,1491853015.6128489971,0.137300,15819,1491853012.7004129887,-0.347700
17269,1491853016.7239670753,0.074600,16354,1491853014.1860721111,-0.182100
,,,16898,1491853015.6928830147,-0.282900
,,,17504,1491853017.3772060871,-0.219100



Accel Z
P_i,P_t,P_x,T_i,T_t,T_p
1865,1491852973.9695129395,0.140100,2421,1491852975.5140759945,-0.053300
2450,1491852975.5945839882,0.094600,2985,1491852977.0812768936,-0.048400
3034,1491852977.2176959515,0.075700,4134,1491852980.2719559669,-0.038100
3599,1491852978.7848689556,0.080600,5026,1491852982.7501809597,-0.048100
4177,1491852980.3912889957,0.143800,5604,1491852984.3553130627,-0.049000
4733,1491852981.9364900589,0.109800,5918,1491852985.2254970074,-0.046800
5061,1491852982.8476529121,0.066400,6453,1491852986.7122619152,-0.056300
5639,1491852984.4523270130,0.089900,7574,1491852989.8245809078,-0.053500
6446,1491852986.6930260658,0.135000,8152,1491852991.4295389652,-0.056700
7018,1491852988.2802629471,0.108200,8710,1491852992.9779200554,-0.057200
7624,1491852989.9631040096,0.061300,9289,1491852994.5815219879,-0.072900
8167,1491852991.4713969231,0.079500,9854,1491852996.1489200592,-0.061900
8738,1491852993.0550498962,0.117100,10147,1491852996.9605588913,-0.050900
9303,1491852994.6205840111,0.081300,10944,1491852999.1820731163,-0.073900
9875,1491852996.2075119019,0.093600,11496,1491853000.7082550526,-0.053400
10176,1491852997.0407910347,0.200000,12033,1491853002.1939899921,-0.054500
10958,1491852999.2207190990,0.081700,12590,1491853003.7393229008,-0.055200
11238,1491852999.9936819077,0.127700,12898,1491853004.5933918953,-0.065700
11510,1491853000.7469389439,0.071500,13426,1491853006.0593891144,-0.066800
12076,1491853002.3137700558,0.089400,14219,1491853008.2601881027,-0.055000
12612,1491853003.8001608849,0.095300,14726,1491853009.6672949791,-0.052200
13148,1491853005.2872459888,0.131900,15276,1491853011.1934530735,-0.052000
13454,1491853006.1374969482,0.059600,16326,1491853014.1079111099,-0.069300
14269,1491853008.3989789486,0.067500,16869,1491853015.6128489971,-0.069100
14761,1491853009.7648339272,0.112800,,,
15290,1491853011.2318930626,0.154900,,,
15819,1491853012.7004129887,0.113300,,,
16361,1491853014.2049579620,0.131700,,,
16898,1491853015.6928830147,0.125400,,,



Gyro X
P_i,P_t,P_x,T_i,T_t,T_p
1030,1491852971.6564888954,0.139100,1064,1491852971.7511498928,-0.114300
1865,1491852973.9719278812,0.074500,1888,1491852974.0355479717,-0.104400
2250,1491852975.0414791107,0.090300,3043,1491852977.2453188896,-0.104000
3410,1491852978.2625329494,0.082100,3496,1491852978.5011379719,-0.093700
3992,1491852979.8799920082,0.116000,4114,1491852980.2187180519,-0.095900
4495,1491852981.2769548893,0.114400,4684,1491852981.8021769524,-0.080700
5058,1491852982.8416149616,0.145900,5132,1491852983.0468499660,-0.131000
5681,1491852984.5714249611,0.128600,5774,1491852984.8289389610,-0.093500
6240,1491852986.1237230301,0.102000,6448,1491852986.7007730007,-0.102600
6818,1491852987.7274949551,0.112600,6848,1491852987.8112061024,-0.114800
7337,1491852989.1685450077,0.082100,7593,1491852989.8793420792,-0.109100
7967,1491852990.9181339741,0.163500,8149,1491852991.4237051010,-0.094900
8549,1491852992.5324409008,0.115500,8683,1491852992.9048960209,-0.099000
9121,1491852994.1181950569,0.108200,9251,1491852994.4791560173,-0.071000
9678,1491852995.6626820564,0.134100,9878,1491852996.2183530331,-0.067700
10175,1491852997.0404219627,0.145900,10249,1491852997.2452850342,-0.085800
10760,1491852998.6751189232,0.132100,10961,1491852999.2312040329,-0.198700
11319,1491853000.2206149101,0.215100,11449,1491853000.5810890198,-0.071400
11892,1491853001.8054180145,0.119200,12077,1491853002.3190119267,-0.137100
12422,1491853003.2756280899,0.163600,12615,1491853003.8108050823,-0.143900
12960,1491853004.7678110600,0.118300,13164,1491853005.3341178894,-0.074100
13501,1491853006.2701020241,0.172800,13534,1491853006.3613729477,-0.147900
14042,1491853007.7719199657,0.131400,14146,1491853008.0599939823,-0.102600
14587,1491853009.2838270664,0.139400,14776,1491853009.8088929653,-0.078900
15055,1491853010.5819499493,0.133100,15110,1491853010.7340729237,-0.118800
15648,1491853012.2281401157,0.122400,15826,1491853012.7214839458,-0.089400
16185,1491853013.7203218937,0.116500,16337,1491853014.1405770779,-0.110500
16716,1491853015.1902720928,0.119200,16879,1491853015.6423339844,-0.064200
17449,1491853017.2268600464,0.062200,17390,1491853017.0626859665,-0.160000



Gyro Y
P_i,P_t,P_x,T_i,T_t,T_p
1000,1491852971.5739040375,0.095300,480,1491852970.1332728863,-0.087600
1658,1491852973.3968310356,0.099800,1153,1491852971.9971909523,-0.099000
2228,1491852974.9807701111,0.091800,1765,1491852973.6950929165,-0.107900
2813,1491852976.6057739258,0.117100,2369,1491852975.3717589378,-0.151100
3392,1491852978.2124249935,0.104600,2954,1491852976.9977810383,-0.128500
3973,1491852979.8271141052,0.097500,3510,1491852978.5401289463,-0.134700
4540,1491852981.4021029472,0.087500,4058,1491852980.0631699562,-0.171000
5076,1491852982.8917310238,0.112300,4632,1491852981.6578230858,-0.159800
5644,1491852984.4684159756,0.139200,5225,1491852983.3052918911,-0.101200
6244,1491852986.1344819069,0.071800,5762,1491852984.7961380482,-0.150400
6796,1491852987.6661350727,0.075400,6340,1491852986.4009840488,-0.171600
7363,1491852989.2411270142,0.163500,6922,1491852988.0162739754,-0.127600
8520,1491852992.4527149200,0.122700,7482,1491852989.5712480545,-0.131600
9099,1491852994.0572121143,0.077000,8064,1491852991.1872150898,-0.201300
9663,1491852995.6215429306,0.112900,8650,1491852992.8126521111,-0.184500
10153,1491852996.9795761108,0.097500,9214,1491852994.3765540123,-0.169000
10756,1491852998.6644608974,0.090100,9770,1491852995.9177238941,-0.144300
11869,1491853001.7417960167,0.104900,10175,1491852997.0404219627,-0.082300
12414,1491853003.2532598972,0.093800,10869,1491852998.9758460522,-0.156000
13464,1491853006.1676619053,0.082600,11422,1491853000.5065100193,-0.171800
14020,1491853007.7107460499,0.104000,11988,1491853002.0719110966,-0.170000
14569,1491853009.2337360382,0.094600,12511,1491853003.5228118896,-0.133100
15095,1491853010.6928899288,0.113400,13056,1491853005.0346910954,-0.155400
15622,1491853012.1557469368,0.126300,13616,1491853006.5892100334,-0.140200
16155,1491853013.6363780499,0.140900,14153,1491853008.0794370174,-0.142200
16705,1491853015.1596179008,0.103100,14661,1491853009.4887208939,-0.168200
17283,1491853016.7652239799,0.134700,15191,1491853010.9599740505,-0.176000
,,,15722,1491853012.4337570667,-0.144700
,,,16262,1491853013.9326159954,-0.209500
,,,16805,1491853015.4373190403,-0.154100
,,,17423,1491853017.1543951035,-0.112900



Gyro Z
P_i,P_t,P_x,T_i,T_t,T_p
993,1491852971.5543730259,0.382400,1123,1491852971.9138259888,-0.357900
1635,1491852973.3327031136,0.462900,1754,1491852973.6645150185,-0.434400
2217,1491852974.9501700401,0.455200,2336,1491852975.2798988819,-0.425200
2802,1491852976.5750770569,0.491600,2939,1491852976.9558200836,-0.416600
3366,1491852978.1399219036,0.494500,3466,1491852978.4179689884,-0.418100
3951,1491852979.7656900883,0.448500,4062,1491852980.0743899345,-0.428300
4514,1491852981.3295090199,0.494600,4595,1491852981.5545620918,-0.465200
5065,1491852982.8612980843,0.487900,5184,1491852983.1910219193,-0.389200
5647,1491852984.4767448902,0.478200,5732,1491852984.7128679752,-0.451600
6217,1491852986.0600180626,0.482000,6340,1491852986.4009840488,-0.450200
6785,1491852987.6357469559,0.483300,6870,1491852987.8717520237,-0.458700
7348,1491852989.1991410255,0.470300,7470,1491852989.5379331112,-0.395100
7933,1491852990.8241000175,0.423600,8071,1491852991.2069749832,-0.430800
8516,1491852992.4414970875,0.454300,8653,1491852992.8211319447,-0.449100
9084,1491852994.0155730247,0.446200,9217,1491852994.3849389553,-0.446300
9648,1491852995.5797228813,0.455000,9752,1491852995.8681900501,-0.442700
10186,1491852997.0712139606,0.483300,10316,1491852997.4307870865,-0.431700
10731,1491852998.5836520195,0.466300,10831,1491852998.8712608814,-0.454300
11285,1491853000.1266200542,0.441300,11389,1491853000.4148530960,-0.455000
11858,1491853001.7113759518,0.494200,11988,1491853002.0719110966,-0.501800
12392,1491853003.1919820309,0.534900,12496,1491853003.4811348915,-0.464200
12926,1491853004.6736979485,0.506000,13041,1491853004.9925038815,-0.477500
13463,1491853006.1648609638,0.473600,13553,1491853006.4142880440,-0.443500
14008,1491853007.6778841019,0.486900,14135,1491853008.0293610096,-0.471600
14542,1491853009.1590828896,0.472700,14639,1491853009.4279360771,-0.471500
15069,1491853010.6207358837,0.490700,15158,1491853010.8679358959,-0.461900
15606,1491853012.1123170853,0.504200,15703,1491853012.3808848858,-0.479100
16147,1491853013.6145129204,0.486200,16237,1491853013.8635270596,-0.474800
16686,1491853015.1069090366,0.471100,16805,1491853015.4373190403,-0.436800
17264,1491853016.7124578953,0.457100,17338,1491853016.9177460670,-0.423500



