timestamp_before,timestamp_after,accel_x,accel_y,accel_z,gyro_x,gyro_y,gryo_z
3.0005E-06,0.00524201,-1.0532,-0.1028,-0.3757,0.2899,-1.1597,-0.7782
0.005695006,0.010186096,-1.0515,-0.1106,-0.3684,1.236,-0.9918,-0.1984
0.010553023,0.013985058,-1.0515,-0.1106,-0.3684,1.236,-0.9918,-0.1984
0.014346024,0.016638895,-1.0515,-0.1106,-0.3684,1.236,-0.9918,-0.1984
0.01699104,0.019287964,-1.0515,-0.1106,-0.3684,1.9989,-0.7629,0.5951
0.019640108,0.021939894,-1.0515,-0.1106,-0.3684,1.9989,-0.7629,0.5951
0.022289892,0.024581095,-1.0515,-0.1106,-0.3684,1.9989,-0.7629,0.5951
0.024931093,0.027228018,-1.0664,-0.1003,-0.3628,1.9989,-0.7629,0.5951
0.027577063,0.03023996,-1.0664,-0.1003,-0.3628,2.2278,-0.6104,1.0681
0.030681988,0.035936972,-1.0664,-0.1003,-0.3628,2.2278,-0.6104,1.0681
0.03629007,0.039378067,-1.0664,-0.1003,-0.3628,2.2278,-0.6104,1.0681
0.039739987,0.042174002,-1.0664,-0.1003,-0.3628,2.2736,-0.1373,1.358
0.042529007,0.044822117,-1.0664,-0.1003,-0.3628,2.2736,-0.1373,1.358
0.045174023,0.047464033,-1.0701,-0.0957,-0.3643,2.2736,-0.1373,1.358
0.047811886,0.050106903,-1.0701,-0.0957,-0.3643,2.2736,-0.1373,1.358
0.050455948,0.052801987,-1.0701,-0.0957,-0.3643,1.8616,0.1984,1.5411
0.053152939,0.055445095,-1.0701,-0.0957,-0.3643,1.8616,0.1984,1.5411
0.055792948,0.058086058,-1.0701,-0.0957,-0.3643,1.8616,0.1984,1.5411
0.058435103,0.060727974,-1.0701,-0.0957,-0.3643,1.8616,0.1984,1.5411
0.061077973,0.063448092,-1.0701,-0.0957,-0.3643,1.8463,0.3204,1.4343
0.063796898,0.066085001,-1.0701,-0.0894,-0.3689,1.8463,0.3204,1.4343
0.066433092,0.068725964,-1.071,-0.0894,-0.3689,1.8463,0.3204,1.4343
0.069075962,0.071366926,-1.071,-0.0894,-0.3689,1.8463,0.3204,1.4343
0.071763893,0.074057003,-1.071,-0.0894,-0.3689,2.121,0.7172,1.358
0.074407002,0.076697966,-1.071,-0.0894,-0.3689,2.121,0.7172,1.358
0.077047964,0.079337975,-1.071,-0.0894,-0.3689,2.121,0.7172,1.358
0.079687973,0.082044026,-1.071,-0.0894,-0.3689,2.121,0.7172,1.358
0.082393071,0.084686896,-1.071,-0.0894,-0.3689,2.1362,0.3357,1.1749
0.085036894,0.087330958,-1.0857,-0.0667,-0.3701,2.1362,0.3357,1.1749
0.087680002,0.08997502,-1.0857,-0.0667,-0.3701,2.1362,0.3357,1.1749
0.090325018,0.092759987,-1.0857,-0.0667,-0.3701,2.1362,0.3357,1.1749
0.093109986,0.09540691,-1.0857,-0.0667,-0.3701,2.1362,0.2441,0.6561
0.095758101,0.098046919,-1.0857,-0.0667,-0.3701,1.6327,0.2441,0.6561
0.098395964,0.100690981,-1.0857,-0.0667,-0.3701,1.6327,0.2441,0.6561
0.101041933,0.1034471,-1.0857,-0.0667,-0.3701,1.6327,0.2441,0.6561
0.103797098,0.106088063,-1.0857,-0.0461,-0.3777,1.6327,-0.1221,-0.2441
0.106439968,0.108734032,-1.0688,-0.0461,-0.3777,0.6104,-0.1221,-0.2441
0.109086891,0.111378094,-1.0688,-0.0461,-0.3777,0.6104,-0.1221,-0.2441
0.111786982,0.114076992,-1.0688,-0.0461,-0.3777,0.6104,-0.1221,-0.2441
0.114428898,0.116721054,-1.0688,-0.0461,-0.3777,0.6104,-0.1221,-1.5717
0.11707606,0.119363924,-1.0688,-0.0461,-0.3777,0.0763,-0.4272,-1.5717
0.119713923,0.122057101,-1.0688,-0.0461,-0.3777,0.0763,-0.4272,-1.5717
0.122547051,0.124837061,-1.0688,-0.0461,-0.3777,0.0763,-0.4272,-1.5717
0.12518706,0.127478024,-1.072,-0.0369,-0.3945,0.0763,-0.4272,-3.6774
0.127827069,0.130273958,-1.072,-0.0369,-0.3945,-0.1526,-0.9918,-3.6774
0.130624911,0.132990023,-1.072,-0.0369,-0.3945,-0.1526,-0.9918,-3.6774
0.133340975,0.135631939,-1.072,-0.0369,-0.3945,-0.1526,-0.9918,-3.6774
0.135981938,0.141153952,-1.072,-0.0369,-0.3945,-0.7172,-2.1362,-5.4321
0.141570946,0.143873116,-1.072,-0.0369,-0.3945,-0.7172,-2.1362,-5.4321
0.144220969,0.146510979,-1.072,-0.0405,-0.3923,-0.7172,-2.1362,-5.4321
0.14685907,0.151482006,-1.0659,-0.0405,-0.3923,-0.3052,-2.533,-7.309
0.151836058,0.155135056,-1.0659,-0.0405,-0.3923,-0.3052,-2.533,-7.309
0.155486962,0.158172985,-1.0659,-0.0405,-0.3923,-0.3052,-2.533,-7.309
0.158526083,0.161406895,-1.0659,-0.0405,-0.3923,3.6011,-3.418,-9.201
0.161817929,0.164111038,-1.0659,-0.0405,-0.3923,0.2441,-3.418,-9.201
0.164461037,0.166752001,-1.0581,-0.071,-0.3918,0.2441,-3.418,-9.201
0.167102953,0.169398924,-1.0581,-0.071,-0.3918,0.2441,-3.418,-9.201
0.169750115,0.172078987,-1.0581,-0.071,-0.3918,1.0071,-3.6621,-10.5743
0.172434946,0.174724957,-1.0581,-0.071,-0.3918,1.0071,-3.6621,-10.5743
0.175079962,0.177369019,-1.0581,-0.071,-0.3918,1.0071,-3.6621,-10.5743
0.17772307,0.180015942,-1.0581,-0.071,-0.3918,1.0071,-3.6621,-10.5743
0.180369993,0.18273296,-1.0581,-0.071,-0.3918,1.3733,-3.9062,-11.673
0.183087012,0.185379883,-1.0581,-0.071,-0.3918,1.3733,-3.9062,-11.673
0.185733935,0.188022038,-1.0593,-0.0776,-0.3831,1.3733,-3.9062,-11.673
0.188377043,0.1906661,-1.0593,-0.0776,-0.3831,1.3733,-3.9062,-11.673
0.191019913,0.193349978,-1.0593,-0.0776,-0.3831,1.3733,-4.7455,-12.4207
0.193704983,0.195998093,-1.0593,-0.0776,-0.3831,1.7853,-4.7455,-12.4207
0.196350952,0.198645016,-1.0593,-0.0776,-0.3831,1.7853,-4.7455,-12.4207
0.198998114,0.201290985,-1.0593,-0.0776,-0.3831,1.7853,-4.7455,-12.4207
0.20164003,0.203936955,-1.0593,-0.0776,-0.3831,1.7853,-4.7455,-13.092
0.204291006,0.206587931,-1.0593,-0.1069,-0.374,1.77,-4.9896,-13.092
0.206941029,0.209228894,-1.0583,-0.1069,-0.374,1.77,-4.9896,-13.092
0.209581991,0.211993119,-1.0583,-0.1069,-0.374,1.77,-4.9896,-13.092
0.212346932,0.214640042,-1.0583,-0.1069,-0.374,1.77,-4.9896,-13.2446
0.214992901,0.217284104,-1.0583,-0.1069,-0.374,2.2278,-4.776,-13.2446
0.217637917,0.219933888,-1.0583,-0.1069,-0.374,2.2278,-4.776,-13.2446
0.220286986,0.222655913,-1.0583,-0.1069,-0.374,2.2278,-4.776,-13.2446
0.223009964,0.225299975,-1.0583,-0.1069,-0.374,2.2278,-4.776,-13.2446
0.225653073,0.22794499,-1.053,-0.1326,-0.3694,2.8229,-5.0354,-12.3138
0.228298088,0.230589052,-1.053,-0.1326,-0.3694,2.8229,-5.0354,-12.3138
0.230941912,0.233244082,-1.053,-0.1326,-0.3694,2.8229,-5.0354,-12.3138
0.233595988,0.235887905,-1.053,-0.1326,-0.3694,2.8229,-5.0354,-12.3138
0.236241003,0.23870196,-1.053,-0.1326,-0.3694,3.5858,-4.9591,-11.2305
0.239054104,0.241348883,-1.053,-0.1326,-0.3694,3.5858,-4.9591,-11.2305
0.241701027,0.243995091,-1.053,-0.1326,-0.3694,3.5858,-4.9591,-11.2305
0.244468113,0.246757885,-1.053,-0.1377,-0.3574,3.5858,-4.9591,-11.2305
0.249342104,0.251692911,-1.0396,-0.1377,-0.3574,3.9978,-4.6539,-10.3912
0.252050062,0.254340073,-1.0396,-0.1377,-0.3574,3.9978,-4.6539,-10.3912
0.254695078,0.256992956,-1.0396,-0.1377,-0.3574,3.9978,-4.6539,-10.3912
0.257346054,0.259638926,-1.0396,-0.1377,-0.3574,4.0894,-4.1504,-9.5215
0.259987971,0.262310883,-1.0396,-0.1377,-0.3574,4.0894,-4.1504,-9.5215
0.262663027,0.264952084,-1.0396,-0.1377,-0.3574,4.0894,-4.1504,-9.5215
0.265303036,0.267589947,-1.0471,-0.1433,-0.3599,4.0894,-4.1504,-9.5215
0.267938992,0.270238062,-1.0471,-0.1433,-0.3599,3.7689,-3.8147,-8.1787
0.270585915,0.272879978,-1.0471,-0.1433,-0.3599,3.7689,-3.8147,-8.1787
0.273229023,0.275521895,-1.0471,-0.1433,-0.3599,3.7689,-3.8147,-8.1787
0.275869986,0.278161904,-1.0471,-0.1433,-0.3599,3.7689,-3.8147,-8.1787
0.278509995,0.280798098,-1.0471,-0.1433,-0.3599,3.7689,-3.7079,-7.2937
0.281145951,0.283588072,-1.0471,-0.1433,-0.3599,3.3875,-3.7079,-7.2937
0.283938071,0.286229035,-1.0471,-0.1433,-0.3599,3.3875,-3.7079,-7.2937
0.286575934,0.288864037,-1.052,-0.1453,-0.3423,3.3875,-3.7079,-7.2937
0.289210936,0.29159393,-1.052,-0.1453,-0.3423,3.3875,-3.2349,-6.0883
0.291959902,0.294264933,-1.052,-0.1453,-0.3423,2.8534,-3.2349,-6.0883
0.294613024,0.296902081,-1.052,-0.1453,-0.3423,2.8534,-3.2349,-6.0883
0.297250887,0.299540898,-1.052,-0.1453,-0.3423,2.8534,-3.2349,-6.0883
0.299890896,0.302339932,-1.052,-0.1453,-0.3423,2.8534,-3.0212,-4.9896
0.302688023,0.304979941,-1.052,-0.1453,-0.3423,2.3193,-3.0212,-4.9896
0.305328032,0.307617089,-1.0562,-0.1409,-0.3477,2.3193,-3.0212,-4.9896
0.307963034,0.310248038,-1.0562,-0.1409,-0.3477,2.3193,-3.0212,-4.9896
0.310594937,0.312890908,-1.0562,-0.1409,-0.3477,2.3193,-3.0212,-3.9062
0.313238999,0.315524956,-1.0562,-0.1409,-0.3477,1.7853,-2.2888,-3.9062
0.315874001,0.318159004,-1.0562,-0.1409,-0.3477,1.7853,-2.2888,-3.9062
0.318508049,0.320800921,-1.0562,-0.1409,-0.3477,1.7853,-2.2888,-3.9062
0.321149012,0.32455506,-1.0562,-0.1409,-0.3477,1.7853,-2.2888,-3.2654
0.324936053,0.328042885,-1.0562,-0.1392,-0.355,1.236,-1.5411,-3.2654
0.328420063,0.330845019,-1.0571,-0.1392,-0.355,1.236,-1.5411,-3.2654
0.331200978,0.333577057,-1.0571,-0.1392,-0.355,1.236,-1.5411,-3.2654
0.33392491,0.336327931,-1.0571,-0.1392,-0.355,0.6866,-1.4343,-2.6093
0.336677929,0.338971039,-1.0571,-0.1392,-0.355,0.6866,-1.4343,-2.6093
0.339321991,0.341834923,-1.0571,-0.1392,-0.355,0.6866,-1.4343,-2.6093
0.342183968,0.344478031,-1.0571,-0.1392,-0.355,0.6866,-1.4343,-2.6093
0.34482493,0.34710898,-1.0571,-0.1394,-0.3604,0.9003,-1.1902,-1.5106
0.349614998,0.355274102,-1.0522,-0.1394,-0.3604,0.9003,-1.1902,-1.5106
0.355625054,0.357921025,-1.0522,-0.1394,-0.3604,0.946,-0.8698,-0.9918
0.358271977,0.360562941,-1.0522,-0.1394,-0.3604,0.946,-0.8698,-0.9918
0.360911032,0.36322703,-1.0522,-0.1394,-0.3604,0.946,-0.8698,-0.9918
0.363577029,0.365868946,-1.0522,-0.1394,-0.3604,0.946,-0.8698,-0.9918
0.366218945,0.368502995,-1.0488,-0.1108,-0.373,2.0294,-0.7935,-0.6104
0.369002005,0.371296068,-1.0488,-0.1108,-0.373,2.0294,-0.7935,-0.6104
0.371642968,0.373932978,-1.0488,-0.1108,-0.373,2.0294,-0.7935,-0.6104
0.37428393,0.376573941,-1.0488,-0.1108,-0.373,2.0294,-0.7935,-0.6104
0.376922985,0.379218003,-1.0488,-0.1108,-0.373,2.2278,-1.2207,-0.7477
0.379568001,0.38189592,-1.0488,-0.1108,-0.373,2.2278,-1.2207,-0.7477
0.382248064,0.384536883,-1.0488,-0.1108,-0.373,2.2278,-1.2207,-0.7477
