Accel X
S_i,S_t,S_x
9255,1491852994.4906389713,-0.046000
9674,1491852995.6519410610,0.088400
9882,1491852996.2293560505,-0.014000
10171,1491852997.0297360420,0.081200
10253,1491852997.2564380169,-0.084000
10756,1491852998.6644608974,0.090800
10966,1491852999.2446870804,-0.043400
11304,1491853000.1795060635,0.096600
11453,1491853000.5920128822,-0.056000
11884,1491853001.7839100361,0.076000
12081,1491853002.3300540447,-0.083400
12415,1491853003.2560739517,0.084400
12619,1491853003.8220300674,-0.089400
12956,1491853004.7565910816,0.090000
13168,1491853005.3454420567,-0.021300
13490,1491853006.2396609783,0.067800
13546,1491853006.3950939178,-0.080500
14038,1491853007.7608079910,0.092500
14150,1491853008.0710148811,-0.096300
14572,1491853009.2421600819,0.067400
14780,1491853009.8198339939,-0.048900
15047,1491853010.5599040985,0.071500
15115,1491853010.7481338978,-0.093000
15633,1491853012.1865799427,0.053900
15830,1491853012.7326829433,-0.036700
16181,1491853013.7093119621,0.084900
16342,1491853014.1549201012,-0.016900
16705,1491853015.1596179008,0.089400
16883,1491853015.6535570621,-0.003200
17375,1491853017.0209341049,-0.096700
17453,1491853017.2377440929,0.061000



Gyro Y
S_i,S_t,S_x
476,1491852970.1225759983,-0.085300
1004,1491852971.5855989456,0.087500
1149,1491852971.9863989353,-0.098400
1662,1491852973.4080929756,0.075700
1750,1491852973.6532928944,-0.098000
2232,1491852974.9919428825,0.077000
2313,1491852975.2162880898,-0.088300
2818,1491852976.6197938919,0.087700
2928,1491852976.9254140854,-0.098600
3396,1491852978.2236859798,0.066300
3473,1491852978.4373250008,-0.092200
3977,1491852979.8381280899,0.087200
4032,1491852979.9909551144,-0.094300
4544,1491852981.4128930569,0.057100
4606,1491852981.5857410431,-0.092200
5081,1491852982.9057779312,0.082600
5221,1491852983.2939090729,-0.099000
5659,1491852984.5100879669,0.095900
5736,1491852984.7241020203,-0.090300
6248,1491852986.1456990242,0.039500
6314,1491852986.3292980194,-0.091700
6800,1491852987.6773800850,0.075000
6900,1491852987.9554989338,-0.097400
7379,1491852989.2851209641,0.078900
7448,1491852989.4765899181,-0.099900
8528,1491852992.4748919010,0.085800
8026,1491852991.0818939209,-0.098100
9103,1491852994.0682051182,0.061000
8612,1491852992.7075669765,-0.098200
9675,1491852995.6546709538,0.087700
9177,1491852994.2734749317,-0.081600
10157,1491852996.9907128811,0.069500
9748,1491852995.8569800854,-0.089500
10760,1491852998.6751189232,0.056000
10171,1491852997.0297360420,-0.001100
11873,1491853001.7530140877,0.097000
10842,1491852998.9021260738,-0.091900
12418,1491853003.2644960880,0.089400
11385,1491853000.4035890102,-0.099300
13468,1491853006.1788899899,0.075600
11954,1491853001.9778749943,-0.088400
14024,1491853007.7218179703,0.080400
12485,1491853003.4507339001,-0.093800
14573,1491853009.2449760437,0.068300
13027,1491853004.9532980919,-0.098800
15100,1491853010.7069289684,0.075000
13571,1491853006.4643170834,-0.098400
15626,1491853012.1669659615,0.094500
14116,1491853007.9775810242,-0.091900
16174,1491853013.6903619766,0.062000
14632,1491853009.4087519646,-0.087700
16709,1491853015.1706109047,0.095200
15162,1491853010.8789041042,-0.088000
17291,1491853016.7872769833,0.080400



Gyro Z
S_i,S_t,S_x
938,1491852971.4005520344,0.091600
1206,1491852972.1422638893,-0.093000
1569,1491852973.1496529579,0.095600
1825,1491852973.8622100353,-0.074800
2157,1491852974.7835769653,0.085000
2407,1491852975.4776809216,-0.074000
2750,1491852976.4302270412,0.090200
2999,1491852977.1225619316,-0.079500
3310,1491852977.9854159355,0.091700
3559,1491852978.6759040356,-0.088700
3888,1491852979.5905039310,0.095100
4126,1491852980.2519309521,-0.097000
4450,1491852981.1523139477,0.076000
4692,1491852981.8245959282,-0.073100
5017,1491852982.7276930809,0.076500
5263,1491852983.4104559422,-0.089900
5591,1491852984.3219819069,0.099400
5830,1491852984.9842710495,-0.090500
6166,1491852985.9181990623,0.089200
6397,1491852986.5592460632,-0.074400
6729,1491852987.4798479080,0.082800
6968,1491852988.1439580917,-0.097200
7303,1491852989.0745511055,0.098300
7549,1491852989.7574911118,-0.082000
7874,1491852990.6598999500,0.076200
8120,1491852991.3427550793,-0.081500
8456,1491852992.2746050358,0.089900
8702,1491852992.9577589035,-0.064700
9024,1491852993.8507540226,0.099400
9266,1491852994.5203769207,-0.098300
9588,1491852995.4135029316,0.091700
9830,1491852996.0845150948,-0.092100
10126,1491852996.9045178890,0.076400
10376,1491852997.5977540016,-0.055500
10668,1491852998.4075140953,0.093400
10918,1491852999.1117520332,-0.077500
11218,1491852999.9406659603,0.090900
11468,1491853000.6339769363,-0.098100
11806,1491853001.5674619675,0.091100
12037,1491853002.2077651024,-0.056400
12333,1491853003.0286860466,0.084900
12575,1491853003.7002840042,-0.056700
12863,1491853004.4983749390,0.099600
13109,1491853005.1813108921,-0.087800
13404,1491853006.0005450249,0.093000
13653,1491853006.6921880245,-0.085600
13949,1491853007.5134849548,0.085200
14191,1491853008.1850941181,-0.098400
14487,1491853009.0060911179,0.099200
14721,1491853009.6558609009,-0.077500
15010,1491853010.4573359489,0.095500
15252,1491853011.1288220882,-0.086500
15547,1491853011.9483430386,0.090300
15786,1491853012.6110069752,-0.071000
16088,1491853013.4504311085,0.089200
16319,1491853014.0906720161,-0.088500
16630,1491853014.9517769814,0.085800
16861,1491853015.5928590298,-0.082900
17209,1491853016.5590450764,0.085100
17461,1491853017.2601909637,-0.088300



