Accel X
S_i,S_t,S_x
6435,1491853239.1893289089,-0.081700
6364,1491853238.9920959473,0.072200
6435,1491853239.1893289089,-0.081700



Gyro Y
S_i,S_t,S_x
275,1491853222.1077520847,-0.096600
621,1491853223.0646750927,0.092200
676,1491853223.2170441151,-0.091100
965,1491853224.0223169327,0.056900
1031,1491853224.2047550678,-0.088200
1362,1491853225.1243579388,0.094700
1394,1491853225.2128880024,-0.092700
1729,1491853226.1427938938,0.070400
1750,1491853226.2008440495,-0.087600
2211,1491853227.4795119762,0.035400
2103,1491853227.1797869205,-0.093000
2571,1491853228.4772419930,-0.016800
2451,1491853228.1452729702,-0.078900
2912,1491853229.4232499599,-0.056500
2811,1491853229.1429979801,-0.089300
3272,1491853230.4200599194,0.058300
3172,1491853230.1435339451,-0.089500
3641,1491853231.4429850578,-0.043900
3517,1491853231.0997009277,-0.059500
4007,1491853232.4593191147,-0.063000
3910,1491853232.1894350052,-0.090300
4348,1491853233.4057140350,0.059800
4244,1491853233.1172049046,-0.097800
4723,1491853234.4445090294,0.022700
4630,1491853234.1873300076,-0.099900
5084,1491853235.4432830811,0.000200
4987,1491853235.1748359203,-0.091000
5440,1491853236.4315629005,0.097600
5350,1491853236.1811211109,-0.073800
5823,1491853237.4916911125,-0.033100
5707,1491853237.1702690125,-0.083400
6189,1491853238.5071310997,-0.072100
6078,1491853238.1994230747,-0.090900
6565,1491853239.5483829975,0.034900



Gyro Z
S_i,S_t,S_x
259,1491853222.0635449886,-0.074700
621,1491853223.0646750927,-0.021700
624,1491853223.0730819702,-0.021700
980,1491853224.0634489059,0.041200
983,1491853224.0716199875,0.041200
1339,1491853225.0602889061,0.029200
1346,1491853225.0796549320,-0.089300
1699,1491853226.0595130920,0.053100
1705,1491853226.0763471127,-0.084800
2059,1491853227.0577259064,0.047900
2062,1491853227.0661311150,0.047900
2411,1491853228.0341169834,-0.020200
2414,1491853228.0425100327,-0.020200
2764,1491853229.0122699738,-0.001900
2767,1491853229.0205910206,-0.001900
3124,1491853230.0104920864,-0.032500
3127,1491853230.0186679363,-0.032500
3481,1491853230.9988930225,0.074000
3487,1491853231.0156369209,-0.080400
3848,1491853232.0174980164,0.012400
3851,1491853232.0256049633,0.012400
4203,1491853233.0039889812,0.021000
4210,1491853233.0232160091,-0.082200
4564,1491853234.0041370392,0.090000
4570,1491853234.0206151009,-0.065300
4928,1491853235.0115830898,0.005400
4934,1491853235.0280749798,-0.089100
5295,1491853236.0289440155,0.038000
5298,1491853236.0372140408,0.037900
5656,1491853237.0288789272,0.000200
5666,1491853237.0567839146,-0.078900
6027,1491853238.0576179028,-0.046900
6030,1491853238.0657179356,-0.046900
6398,1491853239.0864899158,0.071000



