Accel X
S_i,S_t,S_x
2815,1491853186.2172660828,-0.061600
3229,1491853187.3635270596,0.048400
3387,1491853187.8015069962,0.025900
3611,1491853188.4226589203,0.077500
3806,1491853188.9637079239,0.049200
4030,1491853189.5844941139,0.079900
4211,1491853190.0854659081,-0.016000
4443,1491853190.7261068821,0.028800
4646,1491853191.2889220715,-0.084600
4892,1491853191.9713718891,0.086700
5043,1491853192.3893918991,-0.094500
5263,1491853192.9999189377,0.079500
5448,1491853193.5122859478,0.040300
5668,1491853194.1223299503,0.099500
5804,1491853194.4994359016,-0.092500
6084,1491853195.2744600773,0.060700
6128,1491853195.3968250751,-0.092400
6500,1491853196.4275820255,0.084000
6685,1491853196.9394109249,-0.080700
6912,1491853197.5682260990,-0.001600
7045,1491853197.9374730587,-0.045100
7317,1491853198.6912779808,0.066300
7438,1491853199.0260350704,0.097700
7705,1491853199.8133270741,0.002200
7893,1491853200.3348989487,-0.065200
8128,1491853200.9865388870,0.038500
8256,1491853201.3417229652,-0.043800
8543,1491853202.1365430355,0.024400
8724,1491853202.6379399300,-0.028800
8985,1491853203.3608589172,0.085000



Gyro Y
S_i,S_t,S_x
239,1491853179.0754129887,0.058700
392,1491853179.4997971058,-0.096600
694,1491853180.3427050114,0.092800
828,1491853180.7139089108,-0.092100
1124,1491853181.5363891125,0.074300
1258,1491853181.9080970287,-0.072300
1524,1491853182.6448891163,-0.029000
1548,1491853182.7111229897,0.090600
2028,1491853184.0361380577,-0.086800
2144,1491853184.3577508926,0.020100
2451,1491853185.2085220814,-0.099200
2563,1491853185.5189049244,-0.017700
2863,1491853186.3499019146,-0.090400
3206,1491853187.2999010086,0.072500
3283,1491853187.5141019821,-0.089800
3663,1491853188.5667369366,0.094900
3606,1491853188.4087851048,-0.010700
4211,1491853190.0854659081,-0.026700
4115,1491853189.8191869259,-0.085300
4640,1491853191.2721860409,0.080400
4524,1491853190.9509449005,-0.078400
5040,1491853192.3811340332,0.065900
4947,1491853192.1234200001,-0.098100
5456,1491853193.5345060825,0.024800
5340,1491853193.2127161026,-0.087900
5868,1491853194.6768910885,0.008800
5663,1491853194.1085860729,-0.014900
6285,1491853195.8309319019,0.052800
6079,1491853195.2605578899,-0.033200
6700,1491853196.9810519218,0.053600
6495,1491853196.4137310982,-0.012400
7350,1491853198.7829411030,0.071600
7004,1491853197.8237879276,-0.092800
7738,1491853199.9050559998,0.077700
7397,1491853198.9130420685,-0.075800
8153,1491853201.0564990044,0.075600
7793,1491853200.0575170517,-0.092700
8562,1491853202.1888771057,0.069500



Gyro Z
S_i,S_t,S_x
298,1491853179.2391850948,-0.089900
720,1491853180.4147388935,0.037500
727,1491853180.4339230061,-0.087200
1147,1491853181.5997390747,-0.042000
1150,1491853181.6081600189,-0.042000
1559,1491853182.7418899536,0.047900
1565,1491853182.7582759857,-0.084400
1973,1491853183.8837680817,0.020500
1979,1491853183.9005920887,-0.075600
2389,1491853185.0369980335,0.096900
2395,1491853185.0535109043,-0.059200
2801,1491853186.1781189442,0.052600
2807,1491853186.1949570179,-0.062300
3221,1491853187.3416769505,0.065100
3227,1491853187.3579230309,-0.083500
3640,1491853188.5028429031,0.060600
3647,1491853188.5222849846,-0.092700
4052,1491853189.6452279091,0.096800
4059,1491853189.6645469666,-0.087300
4473,1491853190.8089449406,-0.007000
4475,1491853190.8145580292,-0.007000
4888,1491853191.9602110386,-0.029500
4891,1491853191.9685699940,-0.029500
5293,1491853193.0827119350,-0.048900
5296,1491853193.0911290646,-0.048900
5698,1491853194.2050950527,0.024000
5704,1491853194.2215061188,-0.082600
6113,1491853195.3552970886,0.067600
6120,1491853195.3745250702,-0.062800
6533,1491853196.5194129944,-0.032600
6536,1491853196.5276770592,-0.032600
6942,1491853197.6521039009,0.037600
6944,1491853197.6575520039,0.037600
7350,1491853198.7829411030,-0.046300
7353,1491853198.7910079956,-0.046300
7738,1491853199.9050559998,-0.045700
7740,1491853199.9105880260,-0.045700
8153,1491853201.0564990044,0.039900
8156,1491853201.0648679733,0.039900
8573,1491853202.2198529243,0.048100
8579,1491853202.2362120152,-0.091300
9000,1491853203.4025700092,0.095300



