Accel X
P_i,P_t,P_x,T_i,T_t,T_p
1851,1491853226.4785799980,0.226425,1494,1491853225.4877979755,-0.270750
3273,1491853230.4204280376,0.264075,3274,1491853230.4230868816,-0.415650
3631,1491853231.4129490852,0.338925,4002,1491853232.4428079128,-0.276900
3817,1491853231.9285891056,0.203700,4903,1491853234.9396529198,-0.140475
4173,1491853232.9185740948,0.253725,5454,1491853236.4670419693,-0.166800
5075,1491853235.4160981178,0.261600,6183,1491853238.4878890514,-0.206325
5261,1491853235.9325129986,0.211575,6584,1491853239.5973999500,-0.295275
5804,1491853237.4367289543,0.247575,,,
6577,1491853239.5787398815,0.316425,,,



Gyro X
P_i,P_t,P_x,T_i,T_t,T_p
662,1491853223.1778080463,0.106275,628,1491853223.0839428902,-0.182250
979,1491853224.0606749058,0.180000,1131,1491853224.4830670357,-0.280050
1339,1491853225.0602889061,0.174075,1354,1491853225.1019139290,-0.199950
1698,1491853226.0567059517,0.187575,1717,1491853226.1095240116,-0.161100
2058,1491853227.0549240112,0.270900,2170,1491853227.3659060001,-0.166575
2414,1491853228.0425100327,0.252600,2556,1491853228.4353749752,-0.198300
2734,1491853228.9289200306,0.182550,2916,1491853229.4339690208,-0.235575
3090,1491853229.9159998894,0.157050,3138,1491853230.0494370461,-0.134250
3484,1491853231.0071659088,0.238875,3636,1491853231.4289829731,-0.192375
3818,1491853231.9338219166,0.132450,3862,1491853232.0565140247,-0.198375
4203,1491853233.0039889812,0.208200,4355,1491853233.4252760410,-0.137025
4533,1491853233.9179189205,0.164625,4585,1491853234.0625820160,-0.164925
4901,1491853234.9364790916,0.177750,4938,1491853235.0392820835,-0.278325
5261,1491853235.9349119663,0.156525,5447,1491853236.4504299164,-0.278400
5625,1491853236.9434680939,0.114525,5666,1491853237.0567839146,-0.219525
5997,1491853237.9737908840,0.121650,6034,1491853238.0768709183,-0.177900
6371,1491853239.0112230778,0.173550,6416,1491853239.1365010738,-0.273075



Gyro Y
P_i,P_t,P_x,T_i,T_t,T_p
602,1491853223.0126500130,0.141750,312,1491853222.2103600502,-0.124125
961,1491853224.0108458996,0.168750,699,1491853223.2807509899,-0.181200
1350,1491853225.0907020569,0.130200,950,1491853223.9803040028,-0.059325
1713,1491853226.0983889103,0.147825,1138,1491853224.5027000904,-0.078000
2199,1491853227.4462389946,0.172500,1435,1491853225.3266139030,-0.214425
2392,1491853227.9817960262,0.175050,1791,1491853226.3144938946,-0.219975
2745,1491853228.9594619274,0.222825,2151,1491853227.3130478859,-0.267825
3101,1491853229.9464890957,0.191850,2385,1491853227.9622719288,-0.064650
3636,1491853231.4289829731,0.149400,2567,1491853228.4661970139,-0.083775
4003,1491853232.4480860233,0.127200,2860,1491853229.2786250114,-0.231750
4344,1491853233.3943920135,0.170700,3220,1491853230.2762980461,-0.193350
4544,1491853233.9484779835,0.232500,3569,1491853231.2438139915,-0.208350
5080,1491853235.4325339794,0.215925,3940,1491853232.2728760242,-0.207075
5276,1491853235.9761309624,0.187050,4288,1491853233.2392129898,-0.192750
5662,1491853237.0457038879,0.130950,4533,1491853233.9179189205,-0.084375
6037,1491853238.0852971077,0.122700,5020,1491853235.2666049004,-0.180150
6412,1491853239.1252830029,0.138075,5387,1491853236.2839419842,-0.215850
,,,5752,1491853237.2945699692,-0.239925
,,,6119,1491853238.3128890991,-0.224775
,,,6498,1491853239.3629500866,-0.192300



Gyro Z
P_i,P_t,P_x,T_i,T_t,T_p
598,1491853223.0014970303,0.632325,322,1491853222.2385120392,-0.360600
957,1491853223.9996290207,0.668325,709,1491853223.3088099957,-0.579000
1316,1491853224.9961469173,0.668100,1072,1491853224.3191719055,-0.547200
1676,1491853225.9963970184,0.632175,1431,1491853225.3153970242,-0.592950
1858,1491853226.5006880760,0.682650,1795,1491853226.3257179260,-0.579750
2210,1491853227.4767088890,0.712950,2151,1491853227.3130478859,-0.588750
2392,1491853227.9817960262,0.724425,2500,1491853228.2801890373,-0.575325
2741,1491853228.9485249519,0.715500,2860,1491853229.2786250114,-0.599250
3094,1491853229.9271819592,0.655425,3220,1491853230.2762980461,-0.617925
3279,1491853230.4395051003,0.733575,3576,1491853231.2630279064,-0.567075
3461,1491853230.9432830811,0.604875,3943,1491853232.2812900543,-0.578250
3825,1491853231.9534931183,0.584100,4284,1491853233.2282838821,-0.581400
4180,1491853232.9404881001,0.654975,4652,1491853234.2481429577,-0.578775
4540,1491853233.9372711182,0.671475,5020,1491853235.2666049004,-0.604575
4905,1491853234.9476931095,0.688125,5391,1491853236.2953319550,-0.571200
5276,1491853235.9761309624,0.684825,5755,1491853237.3029310703,-0.632625
5629,1491853236.9541659355,0.612225,6122,1491853238.3209419250,-0.608550
5815,1491853237.4692111015,0.720975,6494,1491853239.3517830372,-0.533625
6004,1491853237.9934630394,0.672075,,,
6375,1491853239.0222859383,0.623025,,,
6579,1491853239.5863819122,0.659625,,,



