Accel X
P_i,P_t,P_x,T_i,T_t,T_p
P_i,P_t,P_x,T_i,T_t,T_p
1309,1491853182.0471630096,0.162450,1316,1491853182.0666708946,-0.134175
1725,1491853183.1968100071,0.155025,1732,1491853183.2161839008,-0.127050
1941,1491853183.7928230762,0.248325,2112,1491853184.2668490410,-0.093300
2134,1491853184.3275959492,0.271725,2563,1491853185.5164799690,-0.175425
2556,1491853185.4968628883,0.240600,2971,1491853186.6468861103,-0.170925
2957,1491853186.6079840660,0.262800,3393,1491853187.8157680035,-0.169125
3386,1491853187.7965409756,0.252975,3815,1491853188.9860689640,-0.117825
3807,1491853188.9640920162,0.156450,4029,1491853189.5792899132,-0.163575
4015,1491853189.5405590534,0.092550,4223,1491853190.1159160137,-0.131925
4215,1491853190.0941970348,0.121650,4638,1491853191.2644419670,-0.229500
4631,1491853191.2456910610,0.228375,5053,1491853192.4149479866,-0.162675
5045,1491853192.3925700188,0.171975,5260,1491853192.9890949726,-0.174450
5246,1491853192.9502639771,0.105300,5453,1491853193.5233190060,-0.179700
5446,1491853193.5046520233,0.152025,5868,1491853194.6744689941,-0.218250
5860,1491853194.6524798870,0.185325,6283,1491853195.8229150772,-0.204225
6276,1491853195.8037440777,0.276375,6698,1491853196.9730589390,-0.194925
6684,1491853196.9342169762,0.244875,7105,1491853198.1013319492,-0.155925
7098,1491853198.0817940235,0.153375,7904,1491853200.3629450798,-0.109950
7896,1491853200.3408648968,0.115575,8318,1491853201.5105800629,-0.198300
8311,1491853201.4913339615,0.224625,8533,1491853202.1065309048,-0.174675
8526,1491853202.0871059895,0.049875,8733,1491853202.6607310772,-0.115650
8726,1491853202.6411139965,0.157200,9177,1491853203.8907160759,-0.167550
9169,1491853203.8680529594,0.179850,,,



Gyro X
P_i,P_t,P_x,T_i,T_t,T_p
861,1491853180.8055369854,0.144150,894,1491853180.8974568844,-0.163500
1109,1491853181.4948699474,0.143775,1309,1491853182.0495839119,-0.146925
1529,1491853182.6585030556,0.194550,1723,1491853183.1937050819,-0.126750
1939,1491853183.7896471024,0.168825,1991,1491853183.9337339401,-0.114375
2128,1491853184.3137578964,0.134250,2366,1491853184.9729669094,-0.036600
2355,1491853184.9426779747,0.170025,2826,1491853186.2473371029,-0.106050
2767,1491853186.0838038921,0.191175,3391,1491853187.8125920296,-0.101700
3224,1491853187.3496899605,0.172725,3810,1491853188.9748799801,-0.098325
3606,1491853188.4087851048,0.203625,4066,1491853189.6841430664,-0.215475
4025,1491853189.5705170631,0.201825,4650,1491853191.3001410961,-0.109350
4439,1491853190.7148900032,0.168375,5047,1491853192.4006030560,-0.219525
4887,1491853191.9575409889,0.177525,5452,1491853193.5229499340,-0.127200
5255,1491853192.9774610996,0.180675,5812,1491853194.5212869644,-0.099075
5660,1491853194.1004669666,0.171150,6135,1491853195.4156119823,-0.119625
6079,1491853195.2605578899,0.228825,6689,1491853196.9506800175,-0.139350
6492,1491853196.4053480625,0.162150,7056,1491853197.9681100845,-0.158625
6908,1491853197.5573310852,0.158025,7444,1491853199.0896370411,-0.158700
7312,1491853198.6771199703,0.162900,7900,1491853200.3545770645,-0.137925
7700,1491853199.7994968891,0.139875,8268,1491853201.3749599457,-0.156300
8116,1491853200.9533200264,0.159150,8732,1491853202.6603560448,-0.243000
8539,1491853202.1253190041,0.153600,9014,1491853203.4413909912,-0.175350
8966,1491853203.3080959320,0.217050,,,



Gyro Y
P_i,P_t,P_x,T_i,T_t,T_p
269,1491853179.1591959000,0.182925,358,1491853179.4057600498,-0.130125
705,1491853180.3730831146,0.103350,816,1491853180.6807260513,-0.142950
1128,1491853181.5472340584,0.110925,1242,1491853181.8637170792,-0.147375
1539,1491853182.6865570545,0.130125,1528,1491853182.6556971073,-0.098250
2139,1491853184.3437221050,0.103050,2065,1491853184.1385440826,-0.210825
2559,1491853185.5076930523,0.078075,2484,1491853185.2999889851,-0.175050
3198,1491853187.2779281139,0.155250,2900,1491853186.4528880119,-0.174075
3391,1491853187.8125920296,0.092100,3313,1491853187.5972239971,-0.171750
3636,1491853188.4920189381,0.158100,3610,1491853188.4199008942,-0.099825
4207,1491853190.0743000507,0.163050,4144,1491853189.8994309902,-0.196425
4635,1491853191.2586989403,0.130050,4568,1491853191.0732660294,-0.192375
5036,1491853192.3704209328,0.118275,4984,1491853192.2263209820,-0.185325
5452,1491853193.5229499340,0.158100,5385,1491853193.3376829624,-0.174075
5674,1491853194.1388978958,0.133950,5667,1491853194.1195259094,-0.053850
5864,1491853194.6656870842,0.132975,6083,1491853195.2716150284,-0.048975
6090,1491853195.2912690639,0.145200,6499,1491853196.4249169827,-0.076200
6280,1491853195.8172209263,0.113175,7037,1491853197.9154169559,-0.209325
6506,1491853196.4441170692,0.187425,7438,1491853199.0260350704,-0.206325
6696,1491853196.9700179100,0.110850,7830,1491853200.1604590416,-0.196575
7345,1491853198.7689249516,0.125550,8245,1491853201.3108799458,-0.216075
7722,1491853199.8605339527,0.150300,8539,1491853202.1253190041,-0.089775
8134,1491853201.0033740997,0.150825,9088,1491853203.6463439465,-0.224325
8316,1491853201.5072979927,0.138600,,,
8550,1491853202.1561799049,0.143550,,,



Gyro Z
P_i,P_t,P_x,T_i,T_t,T_p
694,1491853180.3427050114,0.553725,358,1491853179.4057600498,-0.329700
894,1491853180.8974568844,0.507600,820,1491853180.6919291019,-0.474600
1120,1491853181.5252990723,0.568350,1250,1491853181.8857150078,-0.514350
1309,1491853182.0495839119,0.610425,1662,1491853183.0263938904,-0.518175
1532,1491853182.6669249535,0.594975,2072,1491853184.1581630707,-0.537750
1726,1491853183.2017669678,0.566025,2495,1491853185.3307690620,-0.524100
1946,1491853183.8090848923,0.569775,2908,1491853186.4748609066,-0.513000
2139,1491853184.3437221050,0.607200,3301,1491853187.5641109943,-0.485625
2365,1491853184.9701728821,0.599550,3743,1491853188.7890400887,-0.502575
2559,1491853185.5076930523,0.629025,4148,1491853189.9103810787,-0.499050
2778,1491853186.1144580841,0.579375,4575,1491853191.0928969383,-0.520575
2967,1491853186.6383600235,0.592425,4958,1491853192.1542770863,-0.514800
3197,1491853187.2751278877,0.570675,5377,1491853193.3156208992,-0.516300
3387,1491853187.8015069962,0.545850,5775,1491853194.4184029102,-0.525225
3617,1491853188.4395999908,0.580800,6216,1491853195.6405858994,-0.530925
3810,1491853188.9748799801,0.562425,6617,1491853196.7523601055,-0.499500
4029,1491853189.5817129612,0.608100,7045,1491853197.9374730587,-0.516450
4215,1491853190.0964930058,0.516825,7431,1491853199.0071380138,-0.513000
4446,1491853190.7345070839,0.555825,7837,1491853200.1798329353,-0.498975
4635,1491853191.2586989403,0.575775,8256,1491853201.3417229652,-0.512775
4858,1491853191.8771591187,0.590850,8672,1491853202.4949579239,-0.459000
5047,1491853192.4006030560,0.577800,9096,1491853203.6683180332,-0.429450
5266,1491853193.0082359314,0.578100,,,
5448,1491853193.5122859478,0.553425,,,
5670,1491853194.1279339790,0.579900,,,
5863,1491853194.6628799438,0.633000,,,
6086,1491853195.2800629139,0.579750,,,
6280,1491853195.8172209263,0.606675,,,
6506,1491853196.4441170692,0.567450,,,
6692,1491853196.9590950012,0.605925,,,
6918,1491853197.5850660801,0.597450,,,
7104,1491853198.1008510590,0.543750,,,
7327,1491853198.7188251019,0.597375,,,
7711,1491853199.8301420212,0.579825,,,
7896,1491853200.3432838917,0.550875,,,
8130,1491853200.9921529293,0.557175,,,
8316,1491853201.5072979927,0.546675,,,
8546,1491853202.1449599266,0.513075,,,
8977,1491853203.3389160633,0.509325,,,



