Accel X
S_i,S_t,S_x
7597,1491852989.8905749321,-0.075450
7333,1491852989.1573259830,0.053925
8153,1491852991.4345541000,-0.004950
7960,1491852990.8987510204,0.086025
8687,1491852992.9157340527,-0.069825
8545,1491852992.5213139057,0.073875
9255,1491852994.4906389713,-0.034500
9117,1491852994.1071391106,0.051825
9882,1491852996.2293560505,-0.010500
9299,1491852994.6117858887,0.065325
10253,1491852997.2564380169,-0.063000
9674,1491852995.6519410610,0.066300
10965,1491852999.2418839931,-0.083625
10171,1491852997.0297360420,0.060900
11453,1491853000.5920128822,-0.042000
10401,1491852997.6668629646,0.064200
12081,1491853002.3300540447,-0.062550
10756,1491852998.6644608974,0.068100
12619,1491853003.8220300674,-0.067050
11311,1491853000.1984579563,0.096600
13168,1491853005.3454420567,-0.015975
11888,1491853001.7946550846,0.081975
13539,1491853006.3753259182,-0.099150
12418,1491853003.2644960880,0.090900
14150,1491853008.0710148811,-0.072225
12956,1491853004.7565910816,0.067500
14780,1491853009.8198339939,-0.036675
13493,1491853006.2480809689,0.083025
15114,1491853010.7453238964,-0.081600
14038,1491853007.7608079910,0.069375
15311,1491853011.2928049564,-0.040200
14583,1491853009.2725160122,0.098625
15830,1491853012.7326829433,-0.027525
15051,1491853010.5711250305,0.081000
16341,1491853014.1517939568,-0.078075
15273,1491853011.1874721050,0.017700
16883,1491853015.6535570621,-0.002400
15644,1491853012.2171258926,0.080025
17402,1491853017.0959188938,-0.097350
16181,1491853013.7093119621,0.063675
17402,1491853017.0959188938,-0.097350
16712,1491853015.1790208817,0.076950
17402,1491853017.0959188938,-0.097350
16894,1491853015.6841061115,0.068025
17402,1491853017.0959188938,-0.097350
17379,1491853017.0316910744,-0.091350
17453,1491853017.2377440929,0.045750



Gyro Y
S_i,S_t,S_x
476,1491852970.1225759983,-0.063975
1004,1491852971.5855989456,0.065625
1149,1491852971.9863989353,-0.073800
1662,1491852973.4080929756,0.056775
1761,1491852973.6838090420,-0.080100
2232,1491852974.9919428825,0.057750
2324,1491852975.2471649647,-0.096000
2817,1491852976.6169879436,0.079050
2950,1491852976.9867238998,-0.096300
3396,1491852978.2236859798,0.049725
3503,1491852978.5207729340,-0.098925
3977,1491852979.8381280899,0.065400
4039,1491852980.0106151104,-0.098625
4544,1491852981.4128930569,0.042825
4621,1491852981.6275899410,-0.099675
5080,1491852982.9029591084,0.076875
5221,1491852983.2939090729,-0.074250
5648,1491852984.4794180393,0.091050
5751,1491852984.7656719685,-0.099225
6248,1491852986.1456990242,0.029625
6322,1491852986.3509380817,-0.091950
6800,1491852987.6773800850,0.056250
6918,1491852988.0050680637,-0.094800
7368,1491852989.2546749115,0.090450
7478,1491852989.5600850582,-0.098250
7586,1491852989.8603489399,0.013125
8037,1491852991.1123509407,-0.097425
8524,1491852992.4639420509,0.087900
8627,1491852992.7494330406,-0.099825
9103,1491852994.0682051182,0.045750
9184,1491852994.2931408882,-0.095325
9667,1491852995.6326909065,0.081975
9759,1491852995.8871810436,-0.094650
10157,1491852996.9907128811,0.052125
10171,1491852997.0297360420,-0.000825
10760,1491852998.6751189232,0.042000
10854,1491852998.9344460964,-0.094350
10950,1491852999.2008130550,0.027600
11400,1491853000.4452660084,-0.094800
11873,1491853001.7530140877,0.072750
11969,1491853002.0195360184,-0.093825
12418,1491853003.2644960880,0.067050
12507,1491853003.5117149353,-0.097950
12604,1491853003.7804200649,-0.007050
13041,1491853004.9925038815,-0.095100
13468,1491853006.1788899899,0.056700
13605,1491853006.5584959984,-0.096750
14024,1491853007.7218179703,0.060300
14135,1491853008.0293610096,-0.099525
14573,1491853009.2449760437,0.051225
14639,1491853009.4279360771,-0.092850
15099,1491853010.7041239738,0.077700
15173,1491853010.9098958969,-0.096225
15626,1491853012.1669659615,0.070875
15714,1491853012.4112169743,-0.099975
16160,1491853013.6500248909,0.094800
16233,1491853013.8522810936,-0.097050
16709,1491853015.1706109047,0.071400
16790,1491853015.3962929249,-0.094650
17287,1491853016.7760140896,0.081900



Gyro Z
S_i,S_t,S_x
945,1491852971.4200620651,0.092850
1202,1491852972.1315429211,-0.088500
1576,1491852973.1691260338,0.098550
1821,1491852973.8509540558,-0.079875
2165,1491852974.8055510521,0.098700
2399,1491852975.4556140900,-0.098175
2754,1491852976.4413030148,0.090075
2995,1491852977.1113319397,-0.095025
3313,1491852977.9934060574,0.093750
3555,1491852978.6650640965,-0.087000
3895,1491852979.6101570129,0.093975
4122,1491852980.2408330441,-0.095925
4458,1491852981.1743409634,0.089325
4688,1491852981.8133389950,-0.090225
5021,1491852982.7385981083,0.083400
5255,1491852983.3880009651,-0.092475
5591,1491852984.3219819069,0.074550
5826,1491852984.9730920792,-0.091350
6169,1491852985.9264919758,0.093000
6393,1491852986.5481269360,-0.086700
6733,1491852987.4910759926,0.088800
6964,1491852988.1327810287,-0.098475
7303,1491852989.0745511055,0.073725
7542,1491852989.7379720211,-0.089400
7882,1491852990.6821320057,0.091800
8116,1491852991.3315320015,-0.090300
8464,1491852992.2969050407,0.097875
8698,1491852992.9467139244,-0.086325
9035,1491852993.8808128834,0.099825
9266,1491852994.5203769207,-0.073725
9592,1491852995.4247059822,0.088350
9830,1491852996.0845150948,-0.069075
10134,1491852996.9268300533,0.092250
10372,1491852997.5865089893,-0.077850
10679,1491852998.4375929832,0.098850
10914,1491852999.1003880501,-0.089625
11229,1491852999.9713540077,0.091275
11468,1491853000.6339769363,-0.073575
11809,1491853001.5758659840,0.092100
12033,1491853002.1964199543,-0.099750
12336,1491853003.0370960236,0.085500
12571,1491853003.6893579960,-0.076875
12871,1491853004.5203950405,0.096300
13105,1491853005.1700680256,-0.095250
13412,1491853006.0228679180,0.091275
13650,1491853006.6837599277,-0.093525
13956,1491853007.5331399441,0.089625
14191,1491853008.1850941181,-0.073800
14216,1491853008.2544798851,0.095475
14718,1491853009.6474139690,-0.092925
14494,1491853009.0253889561,0.094125
15248,1491853011.1178989410,-0.095175
15021,1491853010.4875509739,0.097350
15782,1491853012.5998029709,-0.093225
15554,1491853011.9680829048,0.090825
16319,1491853014.0906720161,-0.066375
16095,1491853013.4700670242,0.090825
16858,1491853015.5844559669,-0.099075
16634,1491853014.9626700878,0.079050
17457,1491853017.2489678860,-0.086925
17216,1491853016.5784749985,0.097575
17457,1491853017.2489678860,-0.086925



