Accel X
P_i,P_t,P_x,T_i,T_t,T_p
12823,1491853099.7861609459,0.009450,10138,1491853092.3329520226,-0.402600
,,,10417,1491853093.1070060730,-0.270525
,,,10617,1491853093.6620650291,-0.355500
,,,10902,1491853094.4560561180,-0.261000
,,,11088,1491853094.9713261127,-0.450600
,,,11560,1491853096.2800419331,-0.315450
,,,11973,1491853097.4274990559,-0.287550
,,,12516,1491853098.9343919754,-0.310650
,,,12994,1491853100.2615060806,-0.308775
,,,13266,1491853101.0150380135,-0.266775



Accel Y
P_i,P_t,P_x,T_i,T_t,T_p
1498,1491853068.3716959953,0.151875,2526,1491853071.2242019176,-0.395025
2984,1491853072.4938919544,0.167475,3012,1491853072.5720520020,-0.254850
3477,1491853073.8608999252,0.155550,3498,1491853073.9184598923,-0.177300
3941,1491853075.1481099129,0.176175,3970,1491853075.2286009789,-0.188025
5385,1491853079.1527130604,0.155700,4442,1491853076.5372369289,-0.223650
6322,1491853081.7480990887,0.177375,5413,1491853079.2307639122,-0.452925
7237,1491853084.2880918980,0.216675,5886,1491853080.5401189327,-0.356700
8210,1491853086.9821560383,0.201900,6358,1491853081.8482470512,-0.432225
9160,1491853089.6197669506,0.187725,6830,1491853083.1578600407,-0.276975
9637,1491853090.9458570480,0.188325,7279,1491853084.4046649933,-0.417975
10117,1491853092.2745358944,0.191925,7767,1491853085.7525959015,-0.320250
10595,1491853093.6015319824,0.170625,8239,1491853087.0626969337,-0.414150
11066,1491853094.9100348949,0.152250,8711,1491853088.3710699081,-0.202950
11538,1491853096.2192699909,0.186975,9188,1491853089.6974470615,-0.374625
12009,1491853097.5276889801,0.240000,9659,1491853091.0068349838,-0.153975
12973,1491853100.2030849457,0.177750,10145,1491853092.3526029587,-0.201975
,,,10624,1491853093.6816570759,-0.249825
,,,11095,1491853094.9906649590,-0.322875
,,,11566,1491853096.2967391014,-0.556200
,,,11831,1491853097.0326499939,-0.085875
,,,12037,1491853097.6049630642,-0.400350
,,,12516,1491853098.9343919754,-0.426600



Accel Z
P_i,P_t,P_x,T_i,T_t,T_p
1540,1491853068.4880490303,0.140175,2040,1491853069.8750710487,-0.062925
2526,1491853071.2242019176,0.138075,2983,1491853072.4912250042,-0.059475
3283,1491853073.3236899376,0.228525,3477,1491853073.8608999252,-0.061575
3498,1491853073.9184598923,0.129600,3977,1491853075.2482669353,-0.101550
3970,1491853075.2286009789,0.190650,4885,1491853077.7656209469,-0.061125
4441,1491853076.5344309807,0.129525,6615,1491853082.5616760254,-0.071100
4927,1491853077.8821730614,0.118800,6836,1491853083.1747019291,-0.059775
6829,1491853083.1550559998,0.142425,7251,1491853084.3264560699,-0.063675
7079,1491853083.8495039940,0.158550,8032,1491853086.4874279499,-0.199875
7279,1491853084.4046649933,0.134025,9195,1491853089.7171928883,-0.081975
8238,1491853087.0598878860,0.110250,9909,1491853091.6999320984,-0.135300
9666,1491853091.0264570713,0.090600,10417,1491853093.1070060730,-0.142725
10152,1491853092.3718850613,0.077175,12009,1491853097.5276889801,-0.078975
11566,1491853096.2967391014,0.125025,,,
12037,1491853097.6049630642,0.139125,,,
13008,1491853100.2999160290,0.131475,,,



Gyro X
P_i,P_t,P_x,T_i,T_t,T_p
1353,1491853067.9734640121,0.118575,1054,1491853067.1490080357,-0.093900
1814,1491853069.2505769730,0.148200,1387,1491853068.0667200089,-0.067500
3008,1491853072.5631499290,0.116850,1943,1491853069.6088550091,-0.109050
3279,1491853073.3149199486,0.144825,3019,1491853072.5936119556,-0.082500
3754,1491853074.6309459209,0.113100,3502,1491853073.9317638874,-0.117150
4266,1491853076.0515019894,0.112800,3972,1491853075.2366280556,-0.167325
4752,1491853077.3991670609,0.124950,4444,1491853076.5452699661,-0.093600
5200,1491853078.6419079304,0.120300,4930,1491853077.8930211067,-0.075000
5717,1491853080.0737800598,0.152250,5419,1491853079.2491259575,-0.153825
6318,1491853081.7394919395,0.102825,5891,1491853080.5563631058,-0.087450
6611,1491853082.5532550812,0.151350,6363,1491853081.8643960953,-0.194025
7078,1491853083.8491349220,0.165975,6834,1491853083.1715021133,-0.116700
7763,1491853085.7437949181,0.124950,7127,1491853083.9846880436,-0.104475
8030,1491853086.4842550755,0.149400,7785,1491853085.8050270081,-0.067125
8505,1491853087.8018391132,0.148050,8245,1491853087.0815930367,-0.065325
9452,1491853090.4345629215,0.106125,9190,1491853089.7054910660,-0.116625
9931,1491853091.7624430656,0.098025,9667,1491853091.0316820145,-0.102150
10413,1491853093.0982079506,0.132675,10154,1491853092.3797969818,-0.109875
10891,1491853094.4258460999,0.142275,10632,1491853093.7063729763,-0.127125
11358,1491853095.7218949795,0.120225,11102,1491853095.0120909214,-0.133125
11826,1491853097.0209259987,0.090225,11570,1491853096.3100080490,-0.108750
12826,1491853099.7970070839,0.133425,12519,1491853098.9452719688,-0.179400
13335,1491853101.2082910538,0.265575,12860,1491853099.8915901184,-0.065850



Gyro Y
P_i,P_t,P_x,T_i,T_t,T_p
839,1491853066.5540649891,0.097725,413,1491853065.3708739281,-0.088725
1331,1491853067.9125831127,0.088725,950,1491853066.8625099659,-0.099750
1798,1491853069.2064790726,0.073650,1457,1491853068.2604699135,-0.116850
2021,1491853069.8251380920,0.092925,1813,1491853069.2477719784,-0.062700
2833,1491853072.0773460865,0.101850,2433,1491853070.9683148861,-0.144300
3293,1491853073.3536999226,0.079275,2934,1491853072.3574619293,-0.168825
3487,1491853073.8901159763,0.088125,3282,1491853073.3233139515,-0.071025
3791,1491853074.7339479923,0.154200,3494,1491853073.9096679688,-0.048300
4247,1491853075.9985520840,0.093975,3887,1491853075.0006930828,-0.147000
4729,1491853077.3354680538,0.092850,4355,1491853076.2984180450,-0.152175
4930,1491853077.8930211067,0.070500,4837,1491853077.6348609924,-0.157050
5234,1491853078.7360079288,0.137250,5200,1491853078.6419079304,-0.083400
6170,1491853081.3286030293,0.112500,5809,1491853080.3291690350,-0.170550
6352,1491853081.8339030743,0.081150,6270,1491853081.6055629253,-0.117000
6644,1491853082.6443779469,0.112800,6611,1491853082.5532550812,-0.155325
7082,1491853083.8600990772,0.096975,7204,1491853084.1987690926,-0.145875
7271,1491853084.3845379353,0.094125,7546,1491853085.1453440189,-0.042750
7584,1491853085.2496469021,0.130650,8026,1491853086.4734520912,-0.077475
8041,1491853086.5151290894,0.108525,8504,1491853087.7990489006,-0.086325
8241,1491853087.0707459450,0.082350,9115,1491853089.4971969128,-0.157575
8516,1491853087.8323190212,0.111075,9582,1491853090.7955129147,-0.152550
9017,1491853089.2210440636,0.076500,10072,1491853092.1525020599,-0.130800
9478,1491853090.5065610409,0.127425,10413,1491853093.0982079506,-0.060450
9953,1491853091.8236739635,0.143325,11013,1491853094.7656500340,-0.156600
10143,1491853092.3494200706,0.076500,11488,1491853096.0824561119,-0.146325
10428,1491853093.1400558949,0.083625,11959,1491853097.3907530308,-0.179625
10873,1491853094.3751170635,0.082425,12433,1491853098.7059049606,-0.158250
11381,1491853095.7851440907,0.099825,12912,1491853100.0354139805,-0.141825
11859,1491853097.1122140884,0.077700,,,
12326,1491853098.4082989693,0.144375,,,
12507,1491853098.9119689465,0.091575,,,
13000,1491853100.2800889015,0.065325,,,



Gyro Z
P_i,P_t,P_x,T_i,T_t,T_p
827,1491853066.5206880569,0.438675,950,1491853066.8625099659,-0.356850
1323,1491853067.8905639648,0.444525,1446,1491853068.2301990986,-0.363975
1821,1491853069.2702100277,0.439275,1939,1491853069.5978760719,-0.378000
2314,1491853070.6372070312,0.428025,2403,1491853070.8844869137,-0.402525
2804,1491853071.9970541000,0.432300,2948,1491853072.3962221146,-0.409500
3293,1491853073.3536999226,0.466275,3415,1491853073.6926910877,-0.405225
3764,1491853074.6591069698,0.490125,3879,1491853074.9783020020,-0.382950
4236,1491853075.9681529999,0.462225,4358,1491853076.3068668842,-0.379875
4722,1491853077.3157079220,0.475650,4840,1491853077.6432709694,-0.404175
5211,1491853078.6723299026,0.465975,5311,1491853078.9499471188,-0.407850
5687,1491853079.9906029701,0.479925,5802,1491853080.3096940517,-0.443475
6158,1491853081.2958629131,0.503925,6277,1491853081.6252820492,-0.456375
6615,1491853082.5639770031,0.467325,6733,1491853082.8909718990,-0.403800
7082,1491853083.8600990772,0.490125,7197,1491853084.1791150570,-0.470475
7282,1491853084.4150691032,0.427425,7658,1491853085.4540081024,-0.384600
7557,1491853085.1754620075,0.474075,8170,1491853086.8735730648,-0.429600
8037,1491853086.5038890839,0.469425,8604,1491853088.0771200657,-0.415050
8512,1491853087.8215010166,0.477900,9096,1491853089.4446899891,-0.423225
8990,1491853089.1468698978,0.470400,9589,1491853090.8151319027,-0.403800
9467,1491853090.4760940075,0.471900,10072,1491853092.1525020599,-0.428700
9945,1491853091.8012359142,0.462900,10558,1491853093.5010249615,-0.420150
10424,1491853093.1291298866,0.456975,11020,1491853094.7848780155,-0.426225
10898,1491853094.4459769726,0.458925,11495,1491853096.1018431187,-0.429825
11373,1491853095.7636768818,0.480525,11959,1491853097.3907530308,-0.394275
11570,1491853096.3100080490,0.411600,12418,1491853098.6642630100,-0.417225
11837,1491853097.0510718822,0.439725,12885,1491853099.9609920979,-0.376275
12315,1491853098.3781840801,0.461025,,,
12796,1491853099.7133400440,0.420300,,,
13305,1491853101.1254410744,0.323175,,,



