Accel X
S_i,S_t,S_x



Accel Y
S_i,S_t,S_x
S_i,S_t,S_x
826,1492035168.6043009758,-0.065200
964,1492035168.9874560833,-0.017200
1119,1492035169.4156489372,-0.078500
1234,1492035169.7345039845,0.085800
1405,1492035170.2088921070,-0.072200
1520,1492035170.5278799534,0.007200
1690,1492035170.9997329712,-0.099800
1805,1492035171.3201038837,0.089900
1979,1492035171.8030989170,-0.082000
2099,1492035172.1356279850,0.087700
2246,1492035172.5439870358,-0.076400
2377,1492035172.9077420235,0.089000
2535,1492035173.3471119404,-0.099700
2654,1492035173.6778640747,-0.016200
2816,1492035174.1269090176,-0.097500
2928,1492035174.4378380775,-0.014300
3095,1492035174.9010720253,-0.075700
3218,1492035175.2434248924,-0.053100
3373,1492035175.6713390350,-0.091500
3500,1492035176.0235519409,-0.075700
3659,1492035176.4644250870,-0.099800
3782,1492035176.8061780930,0.084600
3933,1492035177.2256720066,-0.062300
4060,1492035177.5779440403,-0.013200
4211,1492035177.9964990616,-0.083600
4327,1492035178.3180320263,-0.061200
4489,1492035178.7676401138,-0.098500
4584,1492035179.0295209885,-0.032800
4761,1492035179.5209429264,-0.059700
4895,1492035179.8940749168,0.024000
5050,1492035180.3233089447,-0.092700
5176,1492035180.6735351086,-0.031600
5335,1492035181.1155951023,-0.097700
5469,1492035181.4876799583,0.065700
5613,1492035181.8849859238,-0.087500
5732,1492035182.2152049541,0.026300
5888,1492035182.6479079723,-0.074100
6019,1492035183.0109438896,0.087100
6173,1492035183.4385340214,-0.098200
6297,1492035183.7822909355,-0.070800
6448,1492035184.2012829781,-0.090900
6564,1492035184.5237040520,-0.077300
6726,1492035184.9736750126,-0.073300
6853,1492035185.3264279366,0.077400
7004,1492035185.7451400757,-0.082800
7100,1492035186.0120830536,0.080700
7280,1492035186.5164868832,-0.066900
7402,1492035186.8559730053,-0.025200
7565,1492035187.3085470200,-0.093000
7658,1492035187.5662341118,0.026000
7843,1492035188.0811479092,-0.062700
7966,1492035188.4235301018,-0.041500
8120,1492035188.8517429829,-0.055500
8254,1492035189.2248690128,0.070000
8397,1492035189.6224429607,-0.061700
8516,1492035189.9522891045,-0.053400



Gyro Z
S_i,S_t,S_x
811,1492035168.5626740456,-0.070700
960,1492035168.9761068821,-0.046100
1096,1492035169.3531179428,-0.068800
1239,1492035169.7485220432,0.070400
1378,1492035170.1343340874,-0.064500
1524,1492035170.5386919975,0.003800
1664,1492035170.9275469780,-0.099200
1809,1492035171.3312730789,-0.023000
1949,1492035171.7198410034,-0.086000
2088,1492035172.1050889492,-0.020500
2224,1492035172.4826550484,-0.043800
2369,1492035172.8856739998,0.015500
2505,1492035173.2635569572,-0.026100
2650,1492035173.6670370102,-0.010200
2787,1492035174.0467329025,-0.069600
2932,1492035174.4486401081,-0.089600
3072,1492035174.8372809887,-0.050900
3214,1492035175.2303979397,-0.002100
3358,1492035175.6297030449,-0.086600
3496,1492035176.0123369694,0.093100
3636,1492035176.4009850025,-0.059200
3774,1492035176.7841269970,0.029600
3914,1492035177.1731429100,-0.059400
4056,1492035177.5667281151,0.014100
4192,1492035177.9441640377,-0.077900
4331,1492035178.3291659355,0.083200
4474,1492035178.7259519100,-0.091300
4613,1492035179.1104390621,0.072800
4746,1492035179.4792990685,-0.037100
4891,1492035179.8828530312,-0.044300
5031,1492035180.2704730034,-0.016000
5172,1492035180.6626639366,0.006800
5316,1492035181.0626590252,-0.073700
5454,1492035181.4458429813,0.085800
5594,1492035181.8329160213,-0.049800
5737,1492035182.2286028862,-0.093100
5877,1492035182.6174919605,-0.071200
6015,1492035183.0000820160,-0.061700
6155,1492035183.3884959221,-0.074100
6293,1492035183.7710590363,0.065300
6429,1492035184.1483058929,-0.030300
6567,1492035184.5318720341,-0.024300
6707,1492035184.9208490849,-0.047400
6849,1492035185.3153889179,-0.073400
6989,1492035185.7034978867,-0.094500
7127,1492035186.0871200562,0.090100
7265,1492035186.4744620323,-0.043400
7403,1492035186.8586549759,0.099700
7546,1492035187.2554659843,-0.082800
7684,1492035187.6386721134,-0.027700
7824,1492035188.0283520222,-0.046400
7962,1492035188.4124679565,0.062500
8105,1492035188.8099339008,-0.073900
8243,1492035189.1944289207,0.009100
8379,1492035189.5723950863,-0.024600
8521,1492035189.9663269520,0.032400
8664,1492035190.3639280796,-0.072400
8825,1492035190.8088340759,0.028000



