Accel X
S_i,S_t,S_x
2830,1491853186.2585558891,-0.089475
2759,1491853186.0622930527,0.092250
3395,1491853187.8238749504,0.069375
3216,1491853187.3279440403,0.074550
3814,1491853188.9856960773,0.055650
3599,1491853188.3896648884,0.090075
4075,1491853189.7088971138,-0.041775
4014,1491853189.5401821136,0.082650
4654,1491853191.3113570213,-0.064950
4428,1491853190.6843531132,0.058050
5051,1491853192.4118020535,-0.022800
4883,1491853191.9464960098,0.090000
5456,1491853193.5345060825,0.084075
5251,1491853192.9662189484,0.099600
5816,1491853194.5324039459,-0.097650
5656,1491853194.0893781185,0.058875
6144,1491853195.4405219555,-0.081525
6068,1491853195.2304871082,0.068625
6693,1491853196.9618959427,-0.039600
6488,1491853196.3941380978,0.057600
7064,1491853197.9903960228,-0.039225
6897,1491853197.5266458988,0.069225
7452,1491853199.1117091179,-0.066750
7305,1491853198.6582660675,0.058650
7904,1491853200.3653240204,0.033675
7692,1491853199.7778599262,0.086775
8272,1491853201.3861680031,-0.083925
8112,1491853200.9421150684,0.077025
8736,1491853202.6716949940,-0.030750
8524,1491853202.0838310719,0.040950
9023,1491853203.4655799866,-0.094500
8959,1491853203.2888019085,0.093825
9023,1491853203.4655799866,-0.094500



Gyro Y
S_i,S_t,S_x
258,1491853179.1283190250,0.095325
385,1491853179.4803578854,-0.098400
701,1491853180.3619360924,0.077400
828,1491853180.7139089108,-0.069075
1124,1491853181.5363891125,0.055725
1254,1491853181.8970510960,-0.078750
1524,1491853182.6448891163,-0.021750
1544,1491853182.7002770901,0.083850
2035,1491853184.0557579994,-0.095700
2143,1491853184.3549480438,0.097725
2459,1491853185.2303819656,-0.097050
2563,1491853185.5189049244,-0.013275
2871,1491853186.3723340034,-0.090975
3202,1491853187.2888960838,0.086325
3294,1491853187.5444819927,-0.095700
3395,1491853187.8238749504,-0.010500
3606,1491853188.4087851048,-0.008025
3640,1491853188.5028429031,0.097200
4122,1491853189.8388309479,-0.097800
4211,1491853190.0854659081,-0.020025
4535,1491853190.9816040993,-0.099975
4640,1491853191.2721860409,0.060300
4954,1491853192.1430580616,-0.091050
5040,1491853192.3811340332,0.049425
5351,1491853193.2436790466,-0.094500
5456,1491853193.5345060825,0.018600
5663,1491853194.1085860729,-0.011175
5678,1491853194.1496300697,0.086100
5860,1491853194.6548769474,-0.016425
6087,1491853195.2828640938,0.072225
6086,1491853195.2800629139,0.072225
6503,1491853196.4357130527,0.027300
6276,1491853195.8061780930,0.019275
7053,1491853197.9598960876,-0.077175
6502,1491853196.4329121113,0.027300
7439,1491853199.0755589008,-0.069675
6692,1491853196.9590950012,0.088050
7845,1491853200.2020928860,-0.085200
7341,1491853198.7579329014,0.087075
8265,1491853201.3665370941,-0.066975
7715,1491853199.8410189152,0.037950
8558,1491853202.1779260635,0.078600
8126,1491853200.9809389114,0.031050
9115,1491853203.7207651138,-0.092475
8312,1491853201.4964349270,0.068475
9115,1491853203.7207651138,-0.092475
8542,1491853202.1337308884,-0.001350
9115,1491853203.7207651138,-0.092475



Gyro Z
S_i,S_t,S_x
302,1491853179.2503850460,-0.094800
720,1491853180.4147388935,0.028125
727,1491853180.4339230061,-0.065400
928,1491853180.9920299053,0.087675
1064,1491853181.3693320751,0.088800
1280,1491853181.9688599110,-0.019425
1287,1491853181.9882678986,0.068100
1693,1491853183.1110939980,-0.090600
1476,1491853182.5114119053,0.077100
2107,1491853184.2553999424,-0.035925
1703,1491853183.1389150620,0.073425
2526,1491853185.4169049263,-0.020400
1887,1491853183.6450591087,0.074550
2938,1491853186.5575959682,-0.037950
2113,1491853184.2718100548,0.059250
3358,1491853187.7213630676,-0.037650
2310,1491853184.8182029724,0.082575
3777,1491853188.8833050728,-0.025425
2532,1491853185.4332599640,0.066900
4186,1491853190.0161020756,-0.037950
2718,1491853185.9485321045,0.088950
4602,1491853191.1673309803,-0.099750
2945,1491853186.5772640705,0.050250
5018,1491853192.3204240799,-0.069150
3142,1491853187.1225290298,0.084150
5419,1491853193.4312269688,-0.064650
3365,1491853187.7405250072,0.039450
5831,1491853194.5739181042,-0.060600
3561,1491853188.2842640877,0.089175
6247,1491853195.7257189751,-0.071475
3784,1491853188.9025039673,0.061050
6663,1491853196.8801751137,-0.084750
3977,1491853189.4375190735,0.086100
7071,1491853198.0097260475,-0.051750
4196,1491853190.0440928936,0.093825
7460,1491853199.1337039471,-0.030675
4390,1491853190.5787000656,0.099900
7864,1491853200.2549428940,-0.099000
4612,1491853191.1953570843,0.075000
8283,1491853201.4167170525,-0.028425
4806,1491853191.7327868938,0.083550
8703,1491853202.5801959038,-0.067425
5025,1491853192.3399190903,0.024075
9137,1491853203.7819459438,-0.048375
5210,1491853192.8525829315,0.079275
9137,1491853203.7819459438,-0.048375
5426,1491853193.4504010677,0.026775
9137,1491853203.7819459438,-0.048375
5614,1491853193.9735660553,0.080700
9137,1491853203.7819459438,-0.048375
5837,1491853194.5907409191,0.024225
9137,1491853203.7819459438,-0.048375
6031,1491853195.1282179356,0.094950
9137,1491853203.7819459438,-0.048375
6254,1491853195.7453370094,0.018900
9137,1491853203.7819459438,-0.048375
6450,1491853196.2886679173,0.082200
9137,1491853203.7819459438,-0.048375
6673,1491853196.9071309566,0.069600
9137,1491853203.7819459438,-0.048375
6867,1491853197.4434640408,0.094275
9137,1491853203.7819459438,-0.048375
7078,1491853198.0291669369,0.048975
9137,1491853203.7819459438,-0.048375
7271,1491853198.5634820461,0.089250
9137,1491853203.7819459438,-0.048375
7662,1491853199.6945340633,0.096675
9137,1491853203.7819459438,-0.048375
7889,1491853200.3236498833,0.079500
9137,1491853203.7819459438,-0.048375
8078,1491853200.8481519222,0.098025
9137,1491853203.7819459438,-0.048375
8290,1491853201.4358119965,0.057225
9137,1491853203.7819459438,-0.048375
8490,1491853201.9893090725,0.090375
9137,1491853203.7819459438,-0.048375
8925,1491853203.1942710876,0.098475
9137,1491853203.7819459438,-0.048375



