Accel X
S_i,S_t,S_x



Accel Y
S_i,S_t,S_x
3050,1492035727.1485168934,0.056200
3166,1492035727.4702730179,0.097900
3298,1492035727.8369491100,-0.029000
3444,1492035728.2423090935,0.098900
3547,1492035728.5261199474,-0.084200
3678,1492035728.8903648853,0.042200
3799,1492035729.2256131172,-0.069500
3930,1492035729.5889940262,0.011600
4044,1492035729.9055778980,0.018000
4186,1492035730.2992169857,0.023400
4296,1492035730.6043410301,0.023400
4408,1492035730.9154589176,-0.046100
4551,1492035731.3152039051,-0.054700
4685,1492035731.6869299412,0.043800
4818,1492035732.0556149483,-0.055200
4941,1492035732.3973340988,-0.021100



