Accel X
S_i,S_t,S_x
1442,1491853068.2194650173,-0.096075
1802,1491853069.2171878815,0.054975
1809,1491853069.2365450859,0.001725
2025,1491853069.8363559246,0.050250
2407,1491853070.8957059383,-0.098700
2837,1491853072.0882780552,0.093300
2904,1491853072.2741200924,-0.095400
3297,1491853073.3648910522,0.062700
3278,1491853073.3121159077,0.013350
3491,1491853073.9012200832,-0.048300
3490,1491853073.8984179497,0.048375
3799,1491853074.7564690113,0.092550
3850,1491853074.8979320526,-0.087975
4251,1491853076.0097680092,0.070425
4328,1491853076.2235670090,-0.090375
4733,1491853077.3465490341,0.080550
4804,1491853077.5430800915,-0.084750
4934,1491853077.9044120312,0.036450
5196,1491853078.6306829453,-0.033975
5238,1491853078.7472569942,0.084375
5780,1491853080.2488980293,-0.088050
6174,1491853081.3398029804,0.093075
6259,1491853081.5750679970,-0.088425
6356,1491853081.8452138901,0.028725
6607,1491853082.5424840450,-0.040875
6648,1491853082.6552860737,0.072900
7078,1491853083.8491349220,-0.018750
7216,1491853084.2319390774,-0.097275
7267,1491853084.3733038902,0.037500
7550,1491853085.1561191082,-0.014775
7565,1491853085.1969408989,0.063375
8030,1491853086.4842550755,-0.036375
8037,1491853086.5038890839,0.090300
8508,1491853087.8102409840,-0.034800
8237,1491853087.0595140457,-0.028425
9138,1491853089.5612809658,-0.099000
8512,1491853087.8215010166,0.084900
9612,1491853090.8787450790,-0.092025
9013,1491853089.2102019787,0.070200
10084,1491853092.1857929230,-0.093150
9471,1491853090.4869210720,0.051075
10417,1491853093.1094338894,-0.012600
9942,1491853091.7928431034,0.068025
11040,1491853094.8404600620,-0.097275
10139,1491853092.3382060528,0.031800
11500,1491853096.1157898903,-0.097275
10424,1491853093.1291298866,0.054075
11982,1491853097.4547209740,-0.083250
10869,1491853094.3643250465,0.073125
12453,1491853098.7615780830,-0.090150
11377,1491853095.7743909359,0.044700
12935,1491853100.0995891094,-0.087900
11855,1491853097.1010289192,0.067125
12935,1491853100.0995891094,-0.087900
12319,1491853098.3888731003,0.067800
12935,1491853100.0995891094,-0.087900
12503,1491853098.9007380009,0.012375
12935,1491853100.0995891094,-0.087900
12893,1491853099.9829568863,-0.093600
13004,1491853100.2911350727,0.026325



Gyro Z
S_i,S_t,S_x
775,1491853066.3764879704,0.098175
1006,1491853067.0173220634,-0.093450
1267,1491853067.7353041172,0.089325
1503,1491853068.3876988888,-0.077700
1769,1491853069.1257228851,0.086025
1996,1491853069.7557590008,-0.093225
2258,1491853070.4825839996,0.077550
2489,1491853071.1235990524,-0.056175
2755,1491853071.8614759445,0.093300
2982,1491853072.4908559322,-0.072300
3241,1491853073.2096669674,0.096075
3461,1491853073.8194069862,-0.096075
3713,1491853074.5171740055,0.083175
3936,1491853075.1365170479,-0.059925
4180,1491853075.8129889965,0.092250
4407,1491853076.4428899288,-0.070425
4666,1491853077.1605989933,0.091425
4890,1491853077.7818050385,-0.047325
5159,1491853078.5279340744,0.098175
5383,1491853079.1495330334,-0.037350
5631,1491853079.8350389004,0.090300
5855,1491853080.4566268921,-0.054525
6106,1491853081.1534340382,0.094275
6319,1491853081.7422928810,-0.091425
6570,1491853082.4394330978,0.099300
6790,1491853083.0491619110,-0.093000
7022,1491853083.6939930916,0.084750
7246,1491853084.3152561188,-0.060150
7256,1491853084.3429040909,0.072600
7729,1491853085.6507220268,-0.091500
7505,1491853085.0326819420,0.080475
8204,1491853086.9677519798,-0.061125
7989,1491853086.3708970547,0.097650
8679,1491853088.2849369049,-0.089475
8460,1491853087.6772420406,0.083775
9157,1491853089.6137681007,-0.086475
8938,1491853089.0027089119,0.087675
9634,1491853090.9399468899,-0.058950
9411,1491853090.3209509850,0.080850
10114,1491853092.2688040733,-0.097350
9889,1491853091.6467339993,0.075600
10592,1491853093.5955500603,-0.073200
10369,1491853092.9764990807,0.099300
11066,1491853094.9124600887,-0.056475
10843,1491853094.2917199135,0.097050
11533,1491853096.2075099945,-0.096075
11318,1491853095.6105909348,0.077850
12004,1491853097.5160930157,-0.088050
11547,1491853096.2463769913,0.074925
12482,1491853098.8421580791,-0.059475
11788,1491853096.9156980515,0.096300
12968,1491853100.1914880276,-0.078300
12263,1491853098.2337410450,0.087900
12968,1491853100.1914880276,-0.078300
12748,1491853099.5798349380,0.092250
12968,1491853100.1914880276,-0.078300
13328,1491853101.1885271072,0.056625



